CU,clock,Cycles,IPC,CPI,CPI_delta,ED2P,EDP,Frequency,IPC_delta,Sensitivity,Voltage
32,20118822000000,88000,0.0183636,54.4554,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
32,20118823000000,92000,0.018087,55.2885,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
32,20118824000000,96000,0.0175,57.1429,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
32,20118825000000,100000,0.01712,58.4112,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
32,20118826000000,104000,0.0166154,60.1852,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
32,20118827000000,108000,0.0162963,61.3636,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
32,20118828000000,112000,0.0158571,63.0631,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
32,20118829000000,113000,0.016,62.5,31.25,6.25e-16,2e-08,1e+09,0.032,0,0.8
32,20118830000000,117000,0.0155897,64.1447,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
32,20118831000000,121000,0.0153388,65.194,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
32,20118832000000,125000,0.01496,66.8449,285.714,5.10204e-15,7.14286e-08,4e+09,0.0035,0,1
32,20118833000000,129000,0.0145116,68.9103,2000,2.5e-13,5e-07,4e+09,0.0005,0,1
32,20118834000000,133000,0.0143158,69.8529,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
32,20118835000000,137000,0.0140146,71.3542,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
32,20118836000000,141000,0.013844,72.2336,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
32,20118837000000,145000,0.0135724,73.6789,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
32,20118838000000,149000,0.0134228,74.5,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
32,20118839000000,153000,0.0131765,75.8929,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
32,20118840000000,157000,0.0130446,76.6602,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
32,20118841000000,161000,0.0128199,78.0039,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
32,20118842000000,165000,0.012703,78.7214,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
32,20118843000000,169000,0.012497,80.0189,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
32,20118844000000,173000,0.0123931,80.6903,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
32,20118845000000,177000,0.0121808,82.0965,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
32,20118846000000,181000,0.0125746,79.5255,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
32,20118847000000,185000,0.0123892,80.7155,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
32,20118848000000,189000,0.0122963,81.3253,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
32,20118849000000,193000,0.0121036,82.6199,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
32,20118850000000,197000,0.0126294,79.1801,26.3158,4.32825e-17,6.57895e-09,4e+09,0.038,0,1
32,20118851000000,201000,0.0127015,78.7309,61.5385,2.36686e-16,1.53846e-08,4e+09,0.01625,0,1
32,20118852000000,205000,0.0130634,76.5497,32,6.4e-17,8e-09,4e+09,0.03125,0,1
32,20118853000000,209000,0.0161531,61.9076,5.73066,2.05253e-18,1.43266e-09,4e+09,0.1745,0,1
32,20118854000000,213000,0.0162817,61.4187,43.4783,1.18147e-16,1.08696e-08,4e+09,0.023,0,1
32,20118855000000,217000,0.0162949,61.3688,58.8235,2.16263e-16,1.47059e-08,4e+09,0.017,0,1
32,20118856000000,221000,0.0160724,62.2185,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
32,20118857000000,225000,0.0161244,62.0176,52.6316,1.7313e-16,1.31579e-08,4e+09,0.019,0,1
32,20118858000000,229000,0.0161397,61.9589,58.8235,2.16263e-16,1.47059e-08,4e+09,0.017,0,1
32,20118859000000,233000,0.016,62.5,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
32,20118860000000,237000,0.0157806,63.369,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
32,20118861000000,241000,0.0157344,63.5549,76.9231,3.69822e-16,1.92308e-08,4e+09,0.013,0,1
32,20118862000000,245000,0.0157388,63.5373,62.5,2.44141e-16,1.5625e-08,4e+09,0.016,0,1
32,20118863000000,249000,0.0157912,63.3266,52.6316,1.7313e-16,1.31579e-08,4e+09,0.019,0,1
32,20118864000000,253000,0.015747,63.504,76.9231,3.69822e-16,1.92308e-08,4e+09,0.013,0,1
32,20118865000000,257000,0.0155331,64.3788,500,1.5625e-14,1.25e-07,4e+09,0.002,0,1
32,20118866000000,259370,0.0154374,64.7777,197.5,2.43789e-15,4.9375e-08,4e+09,0.00506329,0,1
32,20118867000000,259370,0.0154374,64.7777,0,0,0,4e+09,-nan,0,1
32,20118868000000,259370,0.0154374,64.7777,0,0,0,4e+09,-nan,0,1
32,20118869000000,259370,0.0154374,64.7777,0,0,0,4e+09,-nan,0,1
33,20118801000000,4000,0.008,125,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
33,20118802000000,8000,0.006,166.667,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
33,20118803000000,12000,0.00933333,107.143,62.5,2.44141e-16,1.5625e-08,4e+09,0.016,0,1
33,20118804000000,16000,0.008,125,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
33,20118805000000,20000,0.0088,113.636,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
33,20118806000000,24000,0.008,125,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
33,20118807000000,28000,0.008,125,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
33,20118808000000,32000,0.007,142.857,0,0,0,4e+09,0,0,1
33,20118809000000,36000,0.00666667,150,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
33,20118810000000,40000,0.0076,131.579,62.5,2.44141e-16,1.5625e-08,4e+09,0.016,0,1
33,20118811000000,44000,0.00725,137.931,266.667,4.44444e-15,6.66667e-08,4e+09,0.00375,0,1
33,20118812000000,48000,0.00941667,106.195,30.0752,5.65323e-17,7.5188e-09,4e+09,0.03325,0,1
33,20118813000000,52000,0.00892308,112.069,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
33,20118814000000,56000,0.0104286,95.8904,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
33,20118815000000,60000,0.00993333,100.671,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
33,20118816000000,64000,0.0111875,89.3855,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
33,20118817000000,68000,0.0107059,93.4066,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
33,20118818000000,72000,0.0124167,80.5369,24.0964,3.62897e-17,6.0241e-09,4e+09,0.0415,0,1
33,20118819000000,76000,0.0148158,67.4956,17.2414,1.85791e-17,4.31034e-09,4e+09,0.058,0,1
33,20118820000000,80000,0.0187875,53.2269,10.6101,7.03586e-18,2.65252e-09,4e+09,0.09425,0,1
33,20118821000000,84000,0.0190476,52.5,41.2371,1.06281e-16,1.03093e-08,4e+09,0.02425,0,1
33,20118822000000,88000,0.0183636,54.4554,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
33,20118823000000,92000,0.018087,55.2885,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
33,20118824000000,96000,0.0175,57.1429,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
33,20118825000000,100000,0.01712,58.4112,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
33,20118826000000,104000,0.0166154,60.1852,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
33,20118827000000,108000,0.0162963,61.3636,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
33,20118828000000,112000,0.0158571,63.0631,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
33,20118829000000,113000,0.016,62.5,31.25,6.25e-16,2e-08,1e+09,0.032,0,0.8
33,20118830000000,117000,0.0155897,64.1447,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
33,20118831000000,121000,0.0153388,65.194,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
33,20118832000000,125000,0.01496,66.8449,285.714,5.10204e-15,7.14286e-08,4e+09,0.0035,0,1
33,20118833000000,129000,0.0145116,68.9103,2000,2.5e-13,5e-07,4e+09,0.0005,0,1
33,20118834000000,133000,0.0143158,69.8529,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
33,20118835000000,137000,0.0140146,71.3542,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
33,20118836000000,141000,0.013844,72.2336,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
33,20118837000000,145000,0.0135724,73.6789,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
33,20118838000000,149000,0.0134228,74.5,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
33,20118839000000,153000,0.0131765,75.8929,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
33,20118840000000,157000,0.0130446,76.6602,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
33,20118841000000,161000,0.0128199,78.0039,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
33,20118842000000,165000,0.012703,78.7214,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
33,20118843000000,169000,0.012497,80.0189,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
33,20118844000000,173000,0.0123931,80.6903,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
33,20118845000000,177000,0.0121808,82.0965,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
33,20118846000000,181000,0.0125746,79.5255,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
33,20118847000000,185000,0.0123892,80.7155,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
33,20118848000000,189000,0.0122963,81.3253,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
33,20118849000000,193000,0.0121036,82.6199,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
33,20118850000000,197000,0.0126294,79.1801,26.3158,4.32825e-17,6.57895e-09,4e+09,0.038,0,1
33,20118851000000,201000,0.0127015,78.7309,61.5385,2.36686e-16,1.53846e-08,4e+09,0.01625,0,1
33,20118852000000,205000,0.0130634,76.5497,32,6.4e-17,8e-09,4e+09,0.03125,0,1
33,20118853000000,209000,0.0161531,61.9076,5.73066,2.05253e-18,1.43266e-09,4e+09,0.1745,0,1
33,20118854000000,213000,0.0162817,61.4187,43.4783,1.18147e-16,1.08696e-08,4e+09,0.023,0,1
33,20118855000000,217000,0.0162949,61.3688,58.8235,2.16263e-16,1.47059e-08,4e+09,0.017,0,1
33,20118856000000,221000,0.0160724,62.2185,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
33,20118857000000,225000,0.0161244,62.0176,52.6316,1.7313e-16,1.31579e-08,4e+09,0.019,0,1
33,20118858000000,229000,0.0161397,61.9589,58.8235,2.16263e-16,1.47059e-08,4e+09,0.017,0,1
33,20118859000000,233000,0.016,62.5,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
33,20118860000000,237000,0.0157806,63.369,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
33,20118861000000,241000,0.0157344,63.5549,76.9231,3.69822e-16,1.92308e-08,4e+09,0.013,0,1
33,20118862000000,245000,0.0157388,63.5373,62.5,2.44141e-16,1.5625e-08,4e+09,0.016,0,1
33,20118863000000,249000,0.0157912,63.3266,52.6316,1.7313e-16,1.31579e-08,4e+09,0.019,0,1
33,20118864000000,253000,0.015747,63.504,76.9231,3.69822e-16,1.92308e-08,4e+09,0.013,0,1
33,20118865000000,257000,0.0155331,64.3788,500,1.5625e-14,1.25e-07,4e+09,0.002,0,1
33,20118866000000,259649,0.0154208,64.8474,220.75,3.04566e-15,5.51875e-08,4e+09,0.00453001,0,1
33,20118867000000,259649,0.0154208,64.8474,0,0,0,4e+09,-nan,0,1
33,20118868000000,259649,0.0154208,64.8474,0,0,0,4e+09,-nan,0,1
33,20118869000000,259649,0.0154208,64.8474,0,0,0,4e+09,-nan,0,1
34,20118801000000,4000,0.008,125,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
34,20118802000000,8000,0.006,166.667,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
34,20118803000000,12000,0.00933333,107.143,62.5,2.44141e-16,1.5625e-08,4e+09,0.016,0,1
34,20118804000000,16000,0.008,125,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
34,20118805000000,20000,0.0088,113.636,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
34,20118806000000,24000,0.008,125,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
34,20118807000000,28000,0.008,125,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
34,20118808000000,32000,0.007,142.857,0,0,0,4e+09,0,0,1
34,20118809000000,36000,0.00666667,150,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
34,20118810000000,40000,0.0076,131.579,62.5,2.44141e-16,1.5625e-08,4e+09,0.016,0,1
34,20118811000000,44000,0.00725,137.931,266.667,4.44444e-15,6.66667e-08,4e+09,0.00375,0,1
34,20118812000000,48000,0.00941667,106.195,30.0752,5.65323e-17,7.5188e-09,4e+09,0.03325,0,1
34,20118813000000,52000,0.00892308,112.069,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
34,20118814000000,56000,0.0104286,95.8904,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
34,20118815000000,60000,0.00993333,100.671,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
34,20118816000000,64000,0.0111875,89.3855,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
34,20118817000000,68000,0.0107059,93.4066,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
34,20118818000000,72000,0.0124167,80.5369,24.0964,3.62897e-17,6.0241e-09,4e+09,0.0415,0,1
34,20118819000000,76000,0.0148158,67.4956,17.2414,1.85791e-17,4.31034e-09,4e+09,0.058,0,1
34,20118820000000,80000,0.0187875,53.2269,10.6101,7.03586e-18,2.65252e-09,4e+09,0.09425,0,1
34,20118821000000,84000,0.0190476,52.5,41.2371,1.06281e-16,1.03093e-08,4e+09,0.02425,0,1
34,20118822000000,88000,0.0183636,54.4554,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
34,20118823000000,92000,0.018087,55.2885,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
34,20118824000000,96000,0.0175,57.1429,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
34,20118825000000,100000,0.01712,58.4112,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
34,20118826000000,104000,0.0166154,60.1852,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
34,20118827000000,108000,0.0162963,61.3636,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
34,20118828000000,112000,0.0158571,63.0631,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
34,20118829000000,113000,0.016,62.5,31.25,6.25e-16,2e-08,1e+09,0.032,0,0.8
34,20118830000000,117000,0.0155897,64.1447,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
34,20118831000000,121000,0.0153388,65.194,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
34,20118832000000,125000,0.01496,66.8449,285.714,5.10204e-15,7.14286e-08,4e+09,0.0035,0,1
34,20118833000000,129000,0.0145116,68.9103,2000,2.5e-13,5e-07,4e+09,0.0005,0,1
34,20118834000000,133000,0.0143158,69.8529,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
34,20118835000000,137000,0.0140146,71.3542,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
34,20118836000000,141000,0.013844,72.2336,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
34,20118837000000,145000,0.0135724,73.6789,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
34,20118838000000,149000,0.0134228,74.5,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
34,20118839000000,153000,0.0131765,75.8929,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
34,20118840000000,157000,0.0130446,76.6602,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
34,20118841000000,161000,0.0128199,78.0039,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
34,20118842000000,165000,0.012703,78.7214,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
34,20118843000000,169000,0.012497,80.0189,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
34,20118844000000,173000,0.0123931,80.6903,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
34,20118845000000,177000,0.0121808,82.0965,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
34,20118846000000,181000,0.0125746,79.5255,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
34,20118847000000,185000,0.012373,80.8213,307.692,5.91716e-15,7.69231e-08,4e+09,0.00325,0,1
34,20118848000000,189000,0.0122963,81.3253,114.286,8.16327e-16,2.85714e-08,4e+09,0.00875,0,1
34,20118849000000,193000,0.0121036,82.6199,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
34,20118850000000,197000,0.0125584,79.6281,28.9855,5.251e-17,7.24638e-09,4e+09,0.0345,0,1
34,20118851000000,201000,0.0132438,75.5071,21.2766,2.82933e-17,5.31915e-09,4e+09,0.047,0,1
34,20118852000000,205000,0.0130878,76.407,190.476,2.26757e-15,4.7619e-08,4e+09,0.00525,0,1
34,20118853000000,209000,0.0160191,62.4253,6.01504,2.26129e-18,1.50376e-09,4e+09,0.16625,0,1
34,20118854000000,213000,0.0160986,62.1172,49.3827,1.52416e-16,1.23457e-08,4e+09,0.02025,0,1
34,20118855000000,217000,0.0160876,62.1598,64.5161,2.60146e-16,1.6129e-08,4e+09,0.0155,0,1
34,20118856000000,221000,0.0159412,62.7306,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
34,20118857000000,225000,0.0160489,62.3096,45.4545,1.29132e-16,1.13636e-08,4e+09,0.022,0,1
34,20118858000000,229000,0.0159607,62.6539,90.9091,5.16529e-16,2.27273e-08,4e+09,0.011,0,1
34,20118859000000,233000,0.0158283,63.1779,121.212,9.18274e-16,3.0303e-08,4e+09,0.00825,0,1
34,20118860000000,237000,0.0156287,63.9849,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
34,20118861000000,241000,0.0157054,63.6724,49.3827,1.52416e-16,1.23457e-08,4e+09,0.02025,0,1
34,20118862000000,245000,0.0156245,64.0021,93.0233,5.40833e-16,2.32558e-08,4e+09,0.01075,0,1
34,20118863000000,249000,0.0156586,63.8625,56.338,1.98373e-16,1.40845e-08,4e+09,0.01775,0,1
34,20118864000000,253000,0.0156047,64.0831,81.6327,4.16493e-16,2.04082e-08,4e+09,0.01225,0,1
34,20118865000000,257000,0.0153774,65.0304,1000,6.25e-14,2.5e-07,4e+09,0.001,0,1
34,20118866000000,259098,0.0153147,65.2969,131.125,1.07461e-15,3.27813e-08,4e+09,0.00762631,0,1
34,20118867000000,259098,0.0153147,65.2969,0,0,0,4e+09,-nan,0,1
34,20118868000000,259098,0.0153147,65.2969,0,0,0,4e+09,-nan,0,1
34,20118869000000,259098,0.0153147,65.2969,0,0,0,4e+09,-nan,0,1
35,20118801000000,4000,0.008,125,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
35,20118802000000,8000,0.006,166.667,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
35,20118803000000,12000,0.00933333,107.143,62.5,2.44141e-16,1.5625e-08,4e+09,0.016,0,1
35,20118804000000,16000,0.008,125,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
35,20118805000000,20000,0.0088,113.636,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
35,20118806000000,24000,0.008,125,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
35,20118807000000,28000,0.008,125,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
35,20118808000000,32000,0.007,142.857,0,0,0,4e+09,0,0,1
35,20118809000000,36000,0.00666667,150,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
35,20118810000000,40000,0.0076,131.579,62.5,2.44141e-16,1.5625e-08,4e+09,0.016,0,1
35,20118811000000,44000,0.00725,137.931,266.667,4.44444e-15,6.66667e-08,4e+09,0.00375,0,1
35,20118812000000,48000,0.00941667,106.195,30.0752,5.65323e-17,7.5188e-09,4e+09,0.03325,0,1
35,20118813000000,52000,0.00892308,112.069,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
35,20118814000000,56000,0.0104286,95.8904,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
35,20118815000000,60000,0.00993333,100.671,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
35,20118816000000,64000,0.0111875,89.3855,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
35,20118817000000,68000,0.0107059,93.4066,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
35,20118818000000,72000,0.0124167,80.5369,24.0964,3.62897e-17,6.0241e-09,4e+09,0.0415,0,1
35,20118819000000,76000,0.0148158,67.4956,17.2414,1.85791e-17,4.31034e-09,4e+09,0.058,0,1
35,20118820000000,80000,0.0187875,53.2269,10.6101,7.03586e-18,2.65252e-09,4e+09,0.09425,0,1
35,20118821000000,84000,0.0190476,52.5,41.2371,1.06281e-16,1.03093e-08,4e+09,0.02425,0,1
35,20118822000000,88000,0.0183636,54.4554,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
35,20118823000000,92000,0.018087,55.2885,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
35,20118824000000,96000,0.0175,57.1429,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
35,20118825000000,100000,0.01712,58.4112,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
35,20118826000000,104000,0.0166154,60.1852,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
35,20118827000000,108000,0.0162963,61.3636,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
35,20118828000000,112000,0.0158571,63.0631,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
35,20118829000000,113000,0.016,62.5,31.25,6.25e-16,2e-08,1e+09,0.032,0,0.8
35,20118830000000,117000,0.0155897,64.1447,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
35,20118831000000,121000,0.0153388,65.194,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
35,20118832000000,125000,0.01496,66.8449,285.714,5.10204e-15,7.14286e-08,4e+09,0.0035,0,1
35,20118833000000,129000,0.0145116,68.9103,2000,2.5e-13,5e-07,4e+09,0.0005,0,1
35,20118834000000,133000,0.0143158,69.8529,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
35,20118835000000,137000,0.0140146,71.3542,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
35,20118836000000,141000,0.013844,72.2336,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
35,20118837000000,145000,0.0135724,73.6789,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
35,20118838000000,149000,0.0134228,74.5,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
35,20118839000000,153000,0.0131765,75.8929,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
35,20118840000000,157000,0.0130446,76.6602,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
35,20118841000000,161000,0.0128199,78.0039,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
35,20118842000000,165000,0.012703,78.7214,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
35,20118843000000,169000,0.012497,80.0189,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
35,20118844000000,173000,0.0123931,80.6903,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
35,20118845000000,177000,0.0121808,82.0965,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
35,20118846000000,181000,0.0125746,79.5255,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
35,20118847000000,185000,0.0123676,80.8566,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
35,20118848000000,189000,0.0127407,78.4884,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
35,20118849000000,193000,0.0125389,79.7521,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
35,20118850000000,197000,0.0131066,76.2974,24.6914,3.81039e-17,6.17284e-09,4e+09,0.0405,0,1
35,20118851000000,201000,0.0139104,71.8884,18.6916,2.1836e-17,4.6729e-09,4e+09,0.0535,0,1
35,20118852000000,205000,0.0161756,61.8215,7.69231,3.69822e-18,1.92308e-09,4e+09,0.13,0,1
35,20118853000000,209000,0.0161818,61.7978,60.6061,2.29568e-16,1.51515e-08,4e+09,0.0165,0,1
35,20118854000000,213000,0.0162676,61.4719,48.1928,1.45159e-16,1.20482e-08,4e+09,0.02075,0,1
35,20118855000000,217000,0.0161751,61.8234,88.8889,4.93827e-16,2.22222e-08,4e+09,0.01125,0,1
35,20118856000000,221000,0.0161086,62.0787,80,4e-16,2e-08,4e+09,0.0125,0,1
35,20118857000000,225000,0.0161556,61.8982,53.3333,1.77778e-16,1.33333e-08,4e+09,0.01875,0,1
35,20118858000000,229000,0.0159869,62.5512,153.846,1.47929e-15,3.84615e-08,4e+09,0.0065,0,1
35,20118859000000,233000,0.0157983,63.298,200,2.5e-15,5e-08,4e+09,0.005,0,1
35,20118860000000,237000,0.0157975,63.3013,63.4921,2.51953e-16,1.5873e-08,4e+09,0.01575,0,1
35,20118861000000,241000,0.0157635,63.4377,72.7273,3.30579e-16,1.81818e-08,4e+09,0.01375,0,1
35,20118862000000,245000,0.0157265,63.5868,74.0741,3.42936e-16,1.85185e-08,4e+09,0.0135,0,1
35,20118863000000,249000,0.0155382,64.3577,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
35,20118864000000,253000,0.0155257,64.4094,67.7966,2.87274e-16,1.69492e-08,4e+09,0.01475,0,1
35,20118865000000,256151,0.015444,64.75,112.536,7.91518e-16,2.81339e-08,4e+09,0.00888607,0,1
35,20118866000000,256151,0.015444,64.75,0,0,0,4e+09,-nan,0,1
35,20118867000000,256151,0.015444,64.75,0,0,0,4e+09,-nan,0,1
35,20118868000000,256151,0.015444,64.75,0,0,0,4e+09,-nan,0,1
35,20118869000000,256151,0.015444,64.75,0,0,0,4e+09,-nan,0,1
36,20118801000000,4000,0.008,125,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
36,20118802000000,8000,0.006,166.667,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
36,20118803000000,12000,0.00933333,107.143,62.5,2.44141e-16,1.5625e-08,4e+09,0.016,0,1
36,20118804000000,16000,0.008,125,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
36,20118805000000,20000,0.0088,113.636,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
36,20118806000000,24000,0.008,125,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
36,20118807000000,28000,0.00685714,145.833,0,0,0,4e+09,0,0,1
36,20118808000000,32000,0.007,142.857,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
36,20118809000000,36000,0.00666667,150,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
36,20118810000000,40000,0.0076,131.579,62.5,2.44141e-16,1.5625e-08,4e+09,0.016,0,1
36,20118811000000,44000,0.00725,137.931,266.667,4.44444e-15,6.66667e-08,4e+09,0.00375,0,1
